"","waluta","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Uszkodzony","Typ","Liczba drzwi","Liczba miejsc","Kolor","Metalik","Zarejestrowany w Polsce","Stan","Per³owy","Kraj pochodzenia","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Serwisowany w ASO","VAT mar¿a","Mo¿liwoœæ finansowania","Faktura VAT","Bezwypadkowy","Leasing","Tuning","Pierwszy w³aœciciel","Generacja","Akryl (niemetalizowany)","Emisja CO2","Filtr cz¹stek sta³ych","Zarejestrowany jako zabytek","Gwarancja dealerska (w cenie)","Matowy","lub do (przebieg km)","VIN","Miesiêczna rata","Okres gwarancji producenta","Homologacja ciê¿arowa","Warranty if agreed with the buyer"
"1:351","PLN","9 600","Osoby prywatnej","Osobowe","Audi","A6",NA,"1998","286 000 km","2 771 cm3","Benzyna","186 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Szary","Tak","Tak","U¿ywane",NA,"Niemcy","19/01/2021","LKR 57004",NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:352","PLN","7 500","Osoby prywatnej","Osobowe","Audi","A6",NA,"1998","330 000 km","1 896 cm3","Diesel","110 KM","Manualna",NA,NA,"Kombi","5","5","Srebrny",NA,NA,"U¿ywane",NA,NA,"16/10/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:353","PLN","3 500","Osoby prywatnej","Osobowe","Audi","A3",NA,"1998","288 314 km","1 595 cm3","Benzyna+LPG","101 KM","Manualna",NA,NA,"Kompakt","3",NA,"Niebieski",NA,NA,"U¿ywane",NA,"Polska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:354","PLN","9 200","Firmy","Osobowe","Audi","A6",NA,"1998","311 000 km","1 896 cm3","Diesel","110 KM","Manualna",NA,NA,"Sedan","4","5","Niebieski","Tak","Tak","U¿ywane",NA,"Niemcy",NA,NA,NA,"Tak",NA,NA,"Tak",NA,NA,NA,"C5 (1997-2004)",NA,"189 g/km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:355","PLN","13 999","Osoby prywatnej","Osobowe","Audi","TT",NA,"1998","243 179 km","1 781 cm3","Benzyna","180 KM","Manualna","Na przednie ko³a",NA,"Coupe","3","4","Czarny",NA,"Tak","U¿ywane",NA,NA,NA,"RZE78337",NA,NA,NA,NA,NA,NA,NA,NA,"8N (1998-2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:356","PLN","6 900","Firmy","Osobowe","Audi","A3",NA,"1998","340 132 km","1 900 cm3","Diesel","110 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","3","5","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak","Tak",NA,NA,"Tak",NA,NA,"Tak","8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:357","PLN","5 900","Osoby prywatnej","Osobowe","Audi","A4","1.8","1998","300 600 km","1 781 cm3","Benzyna+LPG","125 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,"26/03/1998","WSC945AN",NA,"Tak",NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:358","PLN","5 990","Osoby prywatnej","Osobowe","Audi","A3",NA,"1999","303 000 km","1 800 cm3","Benzyna","125 KM","Manualna","Na przednie ko³a",NA,"Kompakt","3","5","Niebieski","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:359","PLN","5 900","Osoby prywatnej","Osobowe","Audi","A6","2.4","1999","235 000 km","2 393 cm3","Benzyna","177 KM","Manualna","Na przednie ko³a",NA,"Kombi","4","5","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:360","PLN","9 900","Firmy","Osobowe","Audi","A6","2.4","1999","184 000 km","2 393 cm3","Benzyna","177 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czarny","Tak","Tak","U¿ywane",NA,"Szwecja","15/08/1999",NA,"Tak","Tak",NA,NA,NA,NA,NA,"Tak","C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:361","PLN","5 900","Osoby prywatnej","Osobowe","Audi","A6",NA,"1999","329 000 km","2 500 cm3","Diesel","150 KM","Manualna",NA,NA,"Sedan","5",NA,"Inny kolor",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:362","PLN","21 900","Osoby prywatnej","Osobowe","Audi","A8",NA,"1999","372 000 km","4 172 cm3","Benzyna+LPG","310 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan","4","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 (1994-2002)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:363","PLN","3 000","Osoby prywatnej","Osobowe","Audi","A3",NA,"1999","344 000 km","1 896 cm3","Diesel","90 KM","Manualna",NA,NA,"Kompakt","3",NA,"Niebieski",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:364","PLN","7 500","Osoby prywatnej","Osobowe","Audi","A6",NA,"1999","330 000 km","2 771 cm3","Benzyna+LPG","193 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:365","PLN","10 500","Osoby prywatnej","Osobowe","Audi","A6",NA,"1999","304 000 km","2 393 cm3","Benzyna+LPG","164 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny","Tak","Tak","U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:366","PLN","7 700","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.6","1999","246 447 km","1 595 cm3","Benzyna","101 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Inny kolor",NA,"Tak","U¿ywane",NA,"Niemcy",NA,"RLA49740",NA,NA,NA,NA,"Tak",NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:367","PLN","6 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8T","1999","304 500 km","1 781 cm3","Benzyna+LPG","150 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Inny kolor","Tak","Tak","U¿ywane",NA,NA,"01/05/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:368","PLN","12 000","Osoby prywatnej","Osobowe","Audi","TT","Coupe 1.8T","1999","165 000 km","1 781 cm3","Benzyna","180 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Coupe","2","4","Srebrny","Tak","Tak","U¿ywane",NA,NA,NA,"DKL17195",NA,NA,NA,NA,NA,NA,NA,NA,"8N (1998-2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:369","PLN","5 700","Osoby prywatnej","Osobowe","Audi","A4",NA,"1999","202 450 km","1 786 cm3","Benzyna","125 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Niebieski","Tak",NA,"U¿ywane",NA,NA,"29/12/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:370","PLN","11 999","Firmy","Osobowe","Audi","A6",NA,"1999","225 800 km","2 700 cm3","Benzyna","230 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Kombi","5","5","Szary","Tak",NA,"U¿ywane",NA,"Szwajcaria",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:371","PLN","6 999","Osoby prywatnej","Osobowe","Audi","A6",NA,"1999","243 000 km","2 400 cm3","Benzyna","165 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","5","5","Niebieski","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:372","PLN","7 400","Osoby prywatnej","Osobowe","Audi","A6",NA,"1999","340 000 km","1 896 cm3","Diesel","110 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:373","PLN","21 900","Firmy","Osobowe","Audi","A8",NA,"1999","182 000 km","2 976 cm3","Benzyna","220 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Srebrny","Tak",NA,"U¿ywane",NA,"Szwajcaria",NA,NA,NA,"Tak",NA,NA,"Tak",NA,NA,NA,"D2 (1994-2002)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:374","PLN","7 900","Firmy","Osobowe","Audi","A4","2.4","1999","246 514 km","2 393 cm3","Benzyna","165 KM","Manualna","Na przednie ko³a",NA,"Kombi","4","5","Srebrny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:375","PLN","6 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8","1999","222 222 km","1 781 cm3","Benzyna","125 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Z³oty","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:376","PLN","7 900","Firmy","Osobowe","Audi","A6",NA,"1999","212 000 km","2 393 cm3","Benzyna","165 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Niebieski",NA,NA,"U¿ywane",NA,"Niemcy","01/09/1999",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:377","PLN","6 700","Osoby prywatnej","Osobowe","Audi","A6",NA,"1999","338 000 km","1 781 cm3","Benzyna","149 KM","Manualna","4x4 (sta³y)",NA,"Sedan","4","5","Czarny",NA,"Tak","U¿ywane",NA,"Niemcy","05/03/1999","WD0194K",NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:378","PLN","7 200","Osoby prywatnej","Osobowe","Audi","A4","1.9 TDI","1999","291 800 km","1 896 cm3","Diesel","110 KM","Manualna","Na przednie ko³a",NA,"Kombi","4","5","Srebrny","Tak","Tak","U¿ywane",NA,"Austria","20/05/1999","RDE4T35",NA,NA,NA,NA,"Tak",NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:379","PLN","7 400","Osoby prywatnej","Osobowe","Audi","A6",NA,"1999","270 000 km","1 799 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny",NA,NA,"U¿ywane",NA,"Niemcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:380","PLN","4 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.9 TDI","1999","305 000 km","1 896 cm3","Diesel","110 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Inny kolor","Tak","Tak","U¿ywane",NA,"Niemcy","04/03/1999","PZ859TK",NA,NA,NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:381","PLN","6 950","Firmy","Osobowe","Audi","A3",NA,"1999","379 288 km","1 896 cm3","Diesel","90 KM","Automatyczna","Na przednie ko³a",NA,"Kompakt","3","5","Niebieski",NA,"Tak","U¿ywane",NA,NA,"27/10/1999","DLBPY46","Tak","Tak",NA,NA,NA,NA,NA,NA,"8L (1996-2003)","Tak",NA,NA,NA,"6 miesiêcy",NA,NA,NA,NA,NA,NA,NA
"1:382","PLN","8 400","Osoby prywatnej","Osobowe","Audi","A6",NA,"1999","280 000 km","1 781 cm3","Benzyna+LPG","150 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny",NA,"Tak","U¿ywane",NA,"Niemcy","13/08/2015","FKR 243AM",NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:383","PLN","14 999","Firmy","Osobowe","Audi","TT",NA,"1999","154 000 km","1 781 cm3","Benzyna","180 KM","Manualna","Na przednie ko³a",NA,"Kabriolet","2","2","Srebrny","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak","Tak","Tak",NA,"Tak",NA,NA,NA,"8N (1998-2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:384","PLN","5 900","Osoby prywatnej","Osobowe","Audi","A3",NA,"1999","181 250 km","1 598 cm3","Benzyna","115 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Srebrny","Tak",NA,"U¿ywane",NA,"Niemcy","16/09/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:385","PLN","6 900","Firmy","Osobowe","Audi","A3",NA,"1999","166 000 km","1 595 cm3","Benzyna","101 KM","Manualna","Na przednie ko³a",NA,"Kompakt","3","5","Srebrny",NA,"Tak","U¿ywane",NA,"Polska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:386","PLN","8 290","Firmy","Osobowe","Audi","A3","1.9 TDI Ambiente","1999","356 900 km","1 896 cm3","Diesel","105 KM","Manualna","Na przednie ko³a",NA,"Kompakt","3","5","Czarny","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:387","PLN","6 900","Firmy","Osobowe","Audi","A3",NA,"1999","203 070 km","1 595 cm3","Benzyna","101 KM","Manualna","Na przednie ko³a",NA,"Kompakt","3","4","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:388","PLN","13 900","Osoby prywatnej","Osobowe","Audi","A6",NA,"1999","335 000 km","2 771 cm3","Benzyna+LPG","193 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi","5","5","Niebieski","Tak","Tak","U¿ywane",NA,"Niemcy","15/04/1999","CBY00286",NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:389","PLN","13 900","Firmy","Osobowe","Audi","TT","8n-1998-2006","1999","242 895 km","1 800 cm3","Benzyna","180 KM","Manualna",NA,NA,"Kompakt","3","5","Srebrny","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:390","PLN","4 500","Firmy","Osobowe","Audi","A6",NA,"1999","300 000 km","1 781 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Zielony","Tak",NA,"U¿ywane",NA,"Niemcy",NA,NA,"Tak",NA,"Tak",NA,"Tak",NA,NA,"Tak","C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:391","PLN","6 300","Osoby prywatnej","Osobowe","Audi","A3",NA,"1999","286 000 km","1 781 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kompakt","3","5","Czarny",NA,"Tak","U¿ywane",NA,NA,"27/09/1999","BI9254Y",NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:392","PLN","14 000","Osoby prywatnej","Osobowe","Audi","TT","Coupe 1.8T","1999","200 000 km","1 781 cm3","Benzyna","180 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","2","4","Inny kolor",NA,"Tak","U¿ywane",NA,NA,"19/05/1999","CIN4205C",NA,NA,NA,NA,NA,NA,NA,NA,"8N (1998-2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:393","PLN","15 800","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.9 TDI","1999","232 780 km","1 896 cm3","Diesel","110 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Zielony",NA,NA,"U¿ywane",NA,"Szwajcaria","23/09/1999","ZH449012","Tak",NA,NA,NA,"Tak",NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:394","PLN","7 500","Firmy","Osobowe","Audi","A4","ver-1-8","1999","216 000 km","1 596 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kombi","4","5","Czarny","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,"Tak","B5 (1995-2001)",NA,NA,NA,NA,NA,NA,"216 000 km",NA,NA,NA,NA,NA
"1:395","PLN","11 900","Osoby prywatnej","Osobowe","Audi","TT","Coupe 1.8T","1999","224 500 km","1 781 cm3","Benzyna","180 KM","Manualna",NA,NA,"Coupe","2",NA,"Srebrny",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8N (1998-2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:396","PLN","6 800","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8T","1999","249 000 km","1 781 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,"29/12/1999","NO3587H",NA,NA,NA,NA,NA,NA,NA,"Tak","B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:397","PLN","4 600","Osoby prywatnej","Osobowe","Audi","A3",NA,"1999","201 000 km","1 800 cm3","Benzyna","95 KM","Manualna",NA,NA,"Kompakt","2",NA,"Br¹zowy",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:398","PLN","4 300","Osoby prywatnej","Osobowe","Audi","A3",NA,"1999","318 000 km","1 896 cm3","Diesel","90 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Bordowy","Tak",NA,"U¿ywane",NA,"Niemcy",NA,"FKR25VK",NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:399","PLN","5 900","Firmy","Osobowe","Audi","A4","1.6","1999","259 000 km","1 595 cm3","Benzyna","101 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czarny","Tak","Tak","U¿ywane",NA,"Niemcy",NA,"GPU15A7","Tak","Tak","Tak",NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:400","PLN","14 999","Firmy","Osobowe","Audi","TT",NA,"1999","304 000 km","1 781 cm3","Benzyna+LPG","179 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"Coupe","2","4","Srebrny","Tak","Tak","U¿ywane",NA,"Niemcy",NA,NA,NA,"Tak","Tak",NA,"Tak",NA,NA,NA,"8N (1998-2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:401","PLN","11 500","Firmy","Osobowe","Audi","A3",NA,"1999","228 000 km","1 781 cm3","Benzyna","150 KM","Manualna","4x4 (sta³y)",NA,"Auta miejskie","3","5","Czarny","Tak",NA,"U¿ywane",NA,NA,"27/08/1999","AI11161","Tak","Tak",NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:402","PLN","8 900","Firmy","Osobowe","Audi","A6",NA,"1999","407 000 km","1 781 cm3","Benzyna+LPG","149 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Z³oty",NA,"Tak","U¿ywane",NA,"Polska",NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:403","PLN","14 900","Osoby prywatnej","Osobowe","Audi","A6",NA,"1999","232 983 km","2 771 cm3","Benzyna","193 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan","4","5","Czarny","Tak",NA,"U¿ywane",NA,"Szwajcaria","01/01/2000",NA,"Tak",NA,NA,NA,"Tak",NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:404","PLN","2 950","Osoby prywatnej","Osobowe","Audi","A6",NA,"1999","329 949 km","2 496 cm3","Diesel","150 KM","Automatyczna","Na przednie ko³a","Tak","Sedan","5","5","Czarny",NA,NA,"U¿ywane",NA,NA,"05/07/1999","DLB93NL",NA,NA,NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:405","PLN","6 500","Firmy","Osobowe","Audi","A6","2.4","1999","305 000 km","2 393 cm3","Benzyna","177 KM","Manualna","Na przednie ko³a",NA,"Kombi","4","5","Be¿owy","Tak",NA,"U¿ywane",NA,"Szwecja","10/05/1999",NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:406","PLN","22 000","Osoby prywatnej","Osobowe","Audi","A8",NA,"1999","461 894 km","4 172 cm3","Benzyna+LPG","310 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan","5","5","Inny kolor",NA,"Tak","U¿ywane","Tak","Polska",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"D2 (1994-2002)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:407","PLN","5 900","Osoby prywatnej","Osobowe","Audi","A4","1.6","1999","198 838 km","1 595 cm3","Benzyna","101 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czarny","Tak",NA,"U¿ywane",NA,"Polska",NA,NA,NA,"Tak",NA,NA,"Tak",NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:408","PLN","20 500","Osoby prywatnej","Osobowe","Audi","A8",NA,"1999","230 000 km","4 200 cm3","Benzyna","310 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan","5","5","Czarny","Tak",NA,"U¿ywane",NA,"Polska",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,"D2 (1994-2002)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:409","PLN","8 500","Osoby prywatnej","Osobowe","Audi","A4",NA,"1999","285 000 km","1 781 cm3","Benzyna+LPG","150 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:410","PLN","6 999","Osoby prywatnej","Osobowe","Audi","A4",NA,"1999","194 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Sedan","5","5","Czarny","Tak","Tak","U¿ywane",NA,"Niemcy","12/12/2000",NA,"Tak","Tak",NA,NA,"Tak",NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:411","PLN","6 500","Osoby prywatnej","Osobowe","Audi","A3",NA,"1999","291 000 km","1 896 cm3","Diesel","110 KM","Manualna",NA,NA,"Kompakt","5",NA,"Bia³y",NA,NA,"U¿ywane",NA,NA,"23/12/1999","RLE34820",NA,NA,NA,NA,NA,NA,NA,NA,"8L (1996-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:412","PLN","9 500","Osoby prywatnej","Osobowe","Audi","A4",NA,"1999","314 000 km","1 781 cm3","Benzyna+LPG","150 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:413","PLN","9 900","Osoby prywatnej","Osobowe","Audi","A4","1.6","1999","261 000 km","1 595 cm3","Benzyna+LPG","101 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Inny kolor","Tak","Tak","U¿ywane",NA,"Niemcy","06/05/1999","WPR 78544","Tak","Tak","Tak",NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:414","PLN","6 800","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.9 TDI","1999","364 000 km","1 896 cm3","Diesel","110 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Inny kolor",NA,"Tak","U¿ywane",NA,"Niemcy","13/07/1999","GKS50EY",NA,NA,NA,NA,NA,NA,NA,NA,"B5 (1995-2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:415","PLN","12 900","Osoby prywatnej","Osobowe","Audi","A6","2.4","1999","142 500 km","2 393 cm3","Benzyna","177 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Inny kolor","Tak",NA,"U¿ywane",NA,"Niemcy","27/04/1999",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,"C5 (1997-2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
